thai,phone
สาวรุ่น,sAw5 run3
สาวแรกแย้ม,
สาวแรกรุ่น,
สาวศรี,
สาวศรีสาวใช้,
สาวสะ,
สาวสะเทิน,
สาวแส้,sAw5 sY-3
สาวไส้,sAw5 saj3
สาวไส้ให้กากิน,
สาวเหนือ,
สาวใหญ่,sAw5 jaj2
สาวอ,
สาวัตถี,
สาวิกา,sA-5 wiʔ4 kA-1
สาวิตร,
สาวิตรี,
สาสน,
สาสน์,sAt2
สาส์น,sAn5
สาสนธรรม,
สาสนา,sAt2 sa-1 nA-5
สาสม,sA-5 som5
สาสมใจ,sA-5 som5 caj1
สาหตุ,
สาหร่าย,sA-5 rAj2
สาหร่ายทะเล,sA-5 rAj2 Taʔ4 lE-1
สาหรี,
ส่าหรี,sA-2 rI-5
สาหัตถ,
สาหัตถิก,
สาหัส,sA-5 hat2
สาหัสสากรรจ์,sA-5 hat2 sA-5 kan1
ส่าเห็ด,sA-2 het2
สาเหตุ,sA-5 hEt2
ส่าเหล้า,sA-2 law3
สาแหรก,sA-5 rYk2
สาฬุระ,
สำ,sam5
ส่ำ,sam2
สำคัญ,sam5 Kan1
สำคัญผิด,sam5 Kan1 Pit2
สำซ่าง,
สำแดง,sam5 dYŋ1
สำทับ,sam5 Tap4
สำนวด,
สำนวน,sam5 nVn1
สำนวนความ,
สำนวนโวหาร,
สำนอง,
สำนัก,sam5 nak4
สำนักข่าว,sam5 nak4 KAw2
สำนักข่าวกรองแห่งชาติ,sam5 nak4 KAw2 krXŋ1 hɛŋ2 CAt3
สำนักงบประมาณ,
สำนักงาน,sam5 nak4 ŋAn1
สำนักงานกองทุนสงเคราะห์การทำสวนยาง,
สำนักงานการตรวจเงินแผ่นดิน,sam5 nak4 ŋAn1 kAn1 trVt2 ŋən1 Pɛn2 din1
สำนักงานการปฏิรูปที่ดินเพื่อเกษตรกรรม,sam5 nak4 ŋAn1 kAn1 pa-2 tiʔ2 rUp3 TI-3 din1 PR-3 ka-1 sEt2 traʔ2 kam1
สำนักงานเขต,
สำนักงานคณะกรรมการกฤษฎีกา,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 krit2 sa-1 dI-1 kA-1
สำนักงานคณะกรรมการการประถมศึกษาแห่งชาติ,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 kAn1 pra-1 Tom5 sɯk2 sA-5 hɛŋ2 CAt3
สำนักงานคณะกรรมการการป้องกันและปราบปรามยาเสพติด,
สำนักงานคณะกรรมการการศึกษาแห่งชาติ,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 kAn1 sɯk2 sA-5 hɛŋ2 CAt3
สำนักงานคณะกรรมการการศึกษาเอกชน,
สำนักงานคณะกรรมการข้าราชการครู,
สำนักงานคณะกรรมการข้าราชการพลเรือน,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 KA-3 rAt3 Ca-4 kAn1 Pon1 la-4 rRn1
สำนักงานคณะกรรมการจัดระบบการจราจรทางบก,
สำนักงานคณะกรรมการนโยบายพลังงานแห่งชาติ,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 na-4 jO-1 bAj1 Pa-4 laŋ1 ŋAn1 hɛŋ2 CAt3
สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ,
สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตและประพฤติมิชอบในวงราชการ,
สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,
สำนักงานคณะกรรมการพัฒนาการเศรษฐกิจและสังคมแห่งชาติ,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 Pat4 Ta-4 nA-1 kAn1 sEt2 Ta-2 kit2 lɛʔ4 saŋ5 Kom1 hɛŋ2 CAt3
สำนักงานคณะกรรมการเลือกตั้ง,
สำนักงานคณะกรรมการวัฒนธรรมแห่งชาติ,
สำนักงานคณะกรรมการส่งเสริมการพาณิชยนาวี,
สำนักงานคณะกรรมการส่งเสริมการลงทุน,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 soŋ2 sZm5 kAn1 loŋ1 Tun1
สำนักงานคณะกรรมการส่งเสริมและประสานงานเยาวชนแห่งชาติ,
สำนักงานคณะกรรมการสิ่งแวดล้อมแห่งชาติ,
สำนักงานคณะกรรมการอัยการ,
สำนักงานคณะกรรมการอาหารและยา,sam5 nak4 ŋAn1 Ka-4 naʔ4 kam1 ma-4 kAn1 ʔA-1 hAn5 lɛʔ4 jA-1
สำนักงานคดีแพ่ง,
สำนักงานคดีภาษีอากร,
สำนักงานคดียาเสพติด,sam5 nak4 ŋAn1 Ka-4 dI-1 jA-1 sEp2 tit2
สำนักงานคดีเยาวชนและครอบครัว,
สำนักงานคดีแรงงาน,
สำนักงานคดีเศรษฐกิจและทรัพยากร,
สำนักงานคดีอาญา,
สำนักงานตรวจเงินแผ่นดิน,
สำนักงานตำรวจแห่งชาติ,sam5 nak4 ŋAn1 tam1 rVt2 hɛŋ2 CAt3
สำนักงานทรัพย์สินส่วนพระมหากษัตริย์,sam5 nak4 ŋAn1 sap4 sin5 sVn2 Pra-4 ma-4 hA-5 ka-1 sat2
สำนักงานประกันสังคม,sam5 nak4 ŋAn1 pra-1 kan1 saŋ5 Kom1
สำนักงานปลัดกระทรวง,
สำนักงานปลัดสำนักนายกรัฐมนตรี,
สำนักงานพลังงานปรมาณูเพื่อสันติ,
สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,sam5 nak4 ŋAn1 mAt3 traʔ2 TAn5 Pa-2 lit2 ta-2 Pan1 ʔut2 sA-5 haʔ2 kam1
สำนักงานเร่งรัดพัฒนาชนบท,sam5 nak4 ŋAn1 reŋ3 rat4 Pat4 Ta-4 nA-1 Con1 na-4 bot2
สำนักงานเลขาธิการคณะรัฐมนตรี,
สำนักงานเลขาธิการนายกรัฐมนตรี,
สำนักงานเลขาธิการวุฒิสภา,
สำนักงานเลขาธิการสภาผู้แทนราษฎร,
สำนักงานวางทรัพย์,
สำนักงานเศรษฐกิจการเกษตร,
สำนักงานเศรษฐกิจการคลัง,
สำนักงานเศรษฐกิจอุตสาหกรรม,sam5 nak4 ŋAn1 sEt2 Ta-2 kit2 ʔut2 sA-5 haʔ2 kam1
สำนักงานส่งเสริมงานตุลาการ,
สำนักงานสถิติแห่งชาติ,
สำนักงานสภาความมั่นคงแห่งชาติ,sam5 nak4 ŋAn1 sa-1 PA-1 KwAm1 man3 Koŋ1 hɛŋ2 CAt3
สำนักงานสลากกินแบ่งรัฐบาล,
สำนักงานสลากกินแบ่งฯ,
สำนักงานสาขา,sam5 nak4 ŋAn1 sA-5 KA-5
สำนักงานใหญ่,sam5 nak4 ŋAn1 jaj2
สำนักงานอัยการสูงสุด,
สำนักทะเบียน,
สำนักนายกรัฐมนตรี,sam5 nak4 nA-1 jok4 rat4 Ta-2 mon1 trI-1
สำนักผังเมือง,
สำนักพระราชวัง,sam5 nak4 Pra-4 rAt3 Ca-4 waŋ1
สำนักพิมพ์,sam5 nak4 Pim1
สำนักพุทธฯ,
สำนักราชเลขาธิการ,sam5 nak4 rAt3 Ca-4 lE-1 KA-5 Tiʔ4 kAn1
สำนักเลขาธิการนายกรัฐมนตรี,
สำนักวิทยบริการ,
สำนักสงฆ์,
สำนักสลากกินแบ่งรัฐบาล,sam5 nak4 sa-1 lAk2 kin1 bɛŋ2 rat4 Ta-2 bAn1
สำนาน,
สำนึก,sam5 nɯk4
สำนึกตัว,
สำนึกผิด,sam5 nɯk4 Pit2
สำนึง,
สำเนา,sam5 naw1
สำเนาทะเบียนบ้าน,sam5 naw1 Taʔ4 bJn1 bAn3
สำเนียง,sam5 nJŋ1
สำบอก,
สำบัด,
สำบัดสำนวน,sam5 bat2 sam5 nVn1
สำปะลอ,
สำปะหลัง,sam5 paʔ2 laŋ5
สำปั้น,sam5 pan3
สำปันนี,
สำเพ็ง,
สำเภา,sam5 Paw1
สำเภาทอง,
สำมะงา,
สำมะโน,sam5 maʔ4 nO-1
สำมะโนครัว,sam5 maʔ4 nO-1 KrV-1
สำมะโนประชากร,sam5 maʔ4 nO-1 pra-1 CA-1 kXn1
สำมะลอ,
สำมะเลเทเมา,sam5 maʔ4 lE-1 TE-1 maw1
สำมะหา,sam5 maʔ4 hA-5
สำมะหาอะไร,
สำรด,
สำรวจ,sam5 rVt2
สำรวจตลาด,
สำรวจหา,
สำรวม,sam5 rVm1
สำรวมใจ,
สำรวมอินทรีย์,
สำรวย,sam5 rVj1
สำรวล,sam5 rVn1
สำรอก,sam5 rXk3
สำรอง,sam5 rXŋ1
สำรองทุน,
สำรับ,sam5 rap4
สำราก,
สำราญ,sam5 rAn1
สำราญกาย,
สำราญใจ,
สำริด,sam5 rit4
สำเร็จ,sam5 ret2
สำเร็จการศึกษา,sam5 ret2 kAn1 sɯk2 sA-5
สำเร็จความใคร่,sam5 ret2 KwAm1 Kraj3
สำเร็จโทษ,sam5 ret2 TOt3
สำเร็จผล,sam5 ret2 Pon5
สำเร็จรูป,sam5 ret2 rUp3
สำเรา,
สำเริง,sam5 rZŋ1
สำเริงสำราญ,
สำโรง,
สำโรงเหนือ,
สำลัก,sam5 lak4
สำลาน,
สำลี,sam5 lI-1
สำแลง,
สำสร้าง,
สำส่อน,sam5 sXn2
สำสา,
สำเส็ด,
ส่ำเสีย,sam2 sJ-5
สำหรวด,
สำหรับ,sam5 rap2
สำหา,
สำหาอะไร,
สำเหนียก,sam5 nJk2
สำเหร่,
สำออย,sam5 ʔXj1
สำอาง,sam5 ʔAŋ1
สิ,siʔ2
สิกข์,sik2
สิกขมานา,
สิกขา,sik2 KA-5
สิกขากาม,
สิกขาบท,
สิกขิม,
สิข,
สิขร,
สิขรี,
สิขเรศ,
สิขา,
สิขานล,
สิขี,
สิคาล,
สิง,siŋ5
สิ่ง,siŋ2
สิ่งกระตุ้น,siŋ2 kra-1 tun3
สิ่งก่อสร้าง,siŋ2 kX-2 sAŋ3
สิ่งกีดขวาง,siŋ2 kIt2 KwAŋ5
สิงขร,
สิ่งของ,siŋ2 KXŋ5
สิ่งของเครื่องใช้,
สิงค์,
สิงคโปร์,siŋ5 Ka-4 pO-1
สิงค์โปร์,
สิงคลิ้ง,
สิงคลี,
สิงคาร,
สิงคาล,
สิงคี,
สิ่งจักสาน,
สิ่งจำเป็น,
สิ่งจูงใจ,
สิ่งเจือปน,siŋ2 cR-1 pon1
สิ่งชดเชย,siŋ2 Cot4 CZj1
สิ่งชั่วร้าย,siŋ2 CV-3 rAj4
สิ่งชี้นำ,siŋ2 CI-4 nam1
สิ่งดีงาม,
สิ่งดึงดูดใจ,
สิ่งใด,siŋ2 daj1
สิ่งใดสิ่งหนึ่ง,
สิ่งต้องห้าม,
สิ่งตอบแทน,siŋ2 tXp2 TYn1
สิงตาโต,
สิ่งตีพิมพ์,siŋ2 tI-1 Pim1
สิงโต,siŋ5 tO-1
สิงโตทะเล,siŋ5 tO-1 Taʔ4 lE-1
สิ่งทดแทน,
สิ่งทอ,siŋ2 TX-1
สิ่งที่คิด,
สิ่งที่บ่งชี้ทางภูมิศาสตร์,
สิ่งที่เหลือ,
สิ่งที่เหลืออยู่,
สิ่งเทียมอาวุธปืน,
สิ่งบกพร่อง,
สิ่งปฏิกูล,siŋ2 pa-2 tiʔ2 kUn1
สิ่งประดับ,
สิ่งประดิษฐ์,siŋ2 pra-1 dit2
สิ่งปรุงแต่ง,
สิ่งปลอมปน,
สิ่งปลูกสร้าง,siŋ2 plUk2 sAŋ3
สิ่งแปลกปลอม,siŋ2 plYk2 plXm1
สิ่งแปลกใหม่,
สิ่งผิดกฎหมาย,
สิ่งผิดปกติ,
สิ่งพิมพ์,siŋ2 Pim1
สิ่งพิมพ์เผยแพร่,
สิ่งมหัศจรรย์,
สิ่งมอมเมา,
สิ่งมีชิวิต,
สิ่งมีชีวิต,siŋ2 mI-1 CI-1 wit4
สิ่งไม่มีชีวิต,
สิ่งยั่วยวน,
สิ่งยั่วยุ,siŋ2 jV-3 juʔ4
สิ่งยึดเหนี่ยว,
สิ่งเย้ายวน,
สิ่งรบกวน,
สิ่งรอบข้าง,
สิ่งรอบตัว,
สิ่งระคายเคือง,
สิ่งร้าย,
สิ่งเร้นลับ,
สิ่งเร้า,siŋ2 rAw4
สิ่งไร้ค่า,
สิ่งไร้สาระ,
สิ่งลวงตา,
สิ่งล่อใจ,
สิ่งล่อลวง,
สิ่งละเล็กละน้อย,siŋ2 laʔ4 lek4 laʔ4 nXj4
สิ่งละอันพันละน้อย,
สิ่งล้ำค่า,
สิ่งลี้ลับ,siŋ2 lI-4 lap4
สิ่งเล็กสิ่งน้อย,
สิ่งเลวร้าย,siŋ2 lEw1 rAj4
สิ่งแวดล้อม,siŋ2 wYt3 lXm4
สิ่งศักดิ์สิทธิ์,siŋ2 sak2 sit2
สิ่งสกปรก,
สิงสถิต,siŋ5 sa-1 Tit2
สิงสาราสัตว์,siŋ5 sA-5 rA-1 sat2
สิ่งสุดวิสัย,
สิงสู่,siŋ5 sU-2
สิ่งเสพติด,siŋ2 sEp2 tit2
สิ่งเสียหาย,
สิ่งโสโครก,
สิงห,
สิงห์,siŋ5
สิงหนาท,
สิ่งหนึ่งสิ่งใด,
สิงห์บลู,
สิงหบัญชร,
สิงห์บุรี,siŋ5 buʔ2 rI-1
สิงหรา,
สิงหราช,
สิงหล,siŋ5 hon5
สิงหลก,
สิ่งหวงแหน,
สิงห์สาราสัตว์,
สิงหเสนี,
สิงหา,
สิงหาคม,siŋ5 hA-5 Kom1
สิงหาสน์,
สิ่งเหนี่ยวรั้ง,
สิ่งเหลือเชื่อ,
สิ่งใหม่,
สิ่งอำนวยความสะดวก,siŋ2 ʔam1 nVj1 KwAm1 saʔ2 dVk2
สิญจ,
สิญจน์,sin5
สิต,
สิตะ,
สิตางศุ์,
สิถิล,siʔ2 Tin5
สิทธ,
สิทธ์,
สิทธัตถะ,sit2 Tat4 Taʔ2
สิทธา,
สิทธาจารย์,
สิทธานต์,
สิทธารถ,
สิทธิ,sit2 Tiʔ4
สิทธิ์,sit2
สิทธิกร,
สิทธิการิยะ,
สิทธิเก็บกิน,sit2 Tiʔ4 kep2 kin1
สิทธิขาด,sit2 Tiʔ4 KAt2
สิทธิ์ขาด,
สิทธิครอบครอง,
สิทธิชัย,
สิทธิโชค,
สิทธินอกอาณาเขต,sit2 Tiʔ4 nXk3 ʔA-1 nA-1 KEt2
สิทธิบัตร,sit2 Tiʔ4 bat2
